编号,标签,时间,内容
34345060,"开发版公测,小米健康,MIUI系统,小米11 Ultra,MIUI小部件,小米12 Pro,系统动画,小米10S,小米MIX 4,开发版内测,小米11,小米12,Redmi K40游戏增强版,Redmi K40/Pro,稳定版内测",2022-01-28 23:27:28,"MIUI13 22.1起 小米健康闪退
操作步骤
打开健康APP闪退，后台停止远行（权限已打开）屡次提醒我报告，点了报告没一会儿又来。
预期结果
已经报告了就不要再出现报告提醒
实际结果
报告了还是屡次出现报告问题"
35140467,"自由小窗,MIUI系统,稳定版内测,Redmi K40/Pro,小米11,Redmi K50系列",2022-01-28 22:46:57,"MIUI13_22.1月起稳定版_原神无法使用小窗/无法开启原神小窗
操作步骤
原神不能小窗应用。。。。。
预期结果
原神加入小窗应用。。。。
实际结果
。。。。。。。。。。"
35784909,"小米11,MIUI系统,电池",2022-01-28 22:31:58,"MIUI13-小米11稳定版13.0.5-低电量时掉电快
操作步骤
电量从40，1分钟之内降到1
预期结果
解决疯狂掉电电量从40，1分钟之内降到1
实际结果
电量从40，1分钟之内降到1"
34343265,小米11,2022-01-28 22:21:11,"MIUI13-小米11稳定版13.0.5.0-调节亮度时手机卡死
操作步骤
灭屏
指纹识别唤醒屏幕
下拉通知栏
调节亮度
卡死
预期结果
修复bug……………………………
实际结果
修复bug…………………………"
35381811,"三方应用圈,小米11,MIUI系统,小米11 Pro",2022-01-28 21:33:56,"MIUI13-22.1月起-开发版-支付宝闪退/无响应
操作步骤
MIUI13，更新完打开支付宝卡死，无法操作"
35138592,"小米11,相机,MIUI系统",2022-01-28 21:27:56,相机增加原生美肌人像
35138317,"小米11,自由小窗,MIUI系统",2022-01-28 21:26:22,"22.1月起-稳定版-游戏时打开小窗卡顿掉帧严重
操作步骤
打游戏时开小窗，刷抖音等小窗太卡"
35380781,"小米11,主题壁纸,官方壁纸,MIUI系统,主题设计师圈",2022-01-28 21:20:16,增加更多超级壁纸
35380036,"小米11,MIUI系统,屏幕显示",2022-01-28 21:16:33,小米11-支持90帧刷新率
35127003,"小米11,MIUI系统",2022-01-28 20:52:13,"小米11 稳定版12.5.16 无故关机重启
操作步骤
正常操作手机，好端端的重启，好几次了
预期结果
想知道是手机还是系统的原因又或者是卡死了导致的
实际结果
我的小米11手机才买不到一年，希望得到答复"
35134502,"小米11,通知栏,MIUI系统,桌面,控制中心,小米11 Ultra,K30S至尊纪念版,屏幕显示,开发版内测",2022-01-28 19:02:37,"MIUI13-22.1月起-稳定版-通知栏/控制中心，下拉透明
操作步骤
请问通知栏变成透明是bug吗？"
34338240,"屏幕录制,小米11,开发版内测,音频,录音机",2022-01-28 18:43:31,"MIUI13屏幕录制/系统内录/无声音/没声音
操作步骤
开启屏幕录制，在王者荣耀游戏过程当中使用语音转文字交流，正常游戏，结束屏幕录制，产生视频。视频也就在用麦克风转文字那时那时没声音了。
录屏设置的参数如图
预期结果
当然是要完整的，系统内录制声音的录屏视频
实际结果
视频后半段没声音，录制的视频素材全作废，造成严重损失。
补充说明
我录制了多个视频，每局都有同样的使用麦克风的操作，结果视频也都是在那时没有了声音。这个bug是一直都在，百分百试成功。这也严重的影响了用户的功能使用。对不知情者还会造成严重的时间和经济损失。"
34337880,"小米11,游戏加速,MIUI系统,三方应用圈,位置信息",2022-01-28 18:36:21,"MIUI13-小米11-稳定版13.0.5.0-和平精英游戏时掉帧
操作步骤
小米11打吃鸡掉帧严重"
35375881,"小米11,位置信息,MIUI系统",2022-01-28 18:24:47,"MIUI13-小米11稳定版 13.0.5 卫星定位信号弱
操作步骤
更新了miui13使用百度地图导航的时候卫星定位信号弱，尽快优化一下吧"
34334750,"短信,小米11",2022-01-28 16:26:31,"22.1月起 短信 无通知
操作步骤
来短信没声音顶部不显示，状态栏也不显示只能点进短信才能看见新短信
预期结果
来短信没声音顶部不显示，状态栏也不显示只能点进短信才能看见新短信
实际结果
来短信没声音顶部不显示，状态栏也不显示只能点进短信才能看见新短信"
35119168,"小米11,MIUI系统,有线充电",2022-01-28 15:26:20,"MIUI13-小米11稳定版 13.0.5 55w有线充电越充越少
操作步骤
我说 这电怎么就越冲越少"
35771989,"小米11,声音和振动,MIUI系统,音频,位置信息",2022-01-28 15:24:27,"MIUI13-小米11稳定版 13.0.5 微信语音有杂音
操作步骤
更新了13.0.5后，微信语音说话有杂音，语音收音效果不好，声音太小
预期结果
能够完善这样微信语音有杂音的问题
实际结果
还未解决微信语音有杂音"
35125832,"自由小窗,小米11,开发版公测,MIUI系统",2022-01-28 12:59:00,"MIUI13_22.1月起公测版_游戏中打开微信小窗后发语音时会录制到手机内声音
操作步骤
在玩游戏时，用微信小窗回复语音会录制到游戏内的声音
预期结果
应当仅录制麦克风的声音
实际结果
在玩游戏时，用微信小窗回复语音会录制到游戏内的声音"
35363076,"小米11,耗电,MIUI系统,续航,屏幕显示,位置信息,有线充电",2022-01-28 11:06:27,"MIUI13 小米11 13.0.5.0 稳定版 待机耗电异常
操作步骤
静止一晚上就掉了百分之80
预期结果
希望优化，优化下续航时间！！
实际结果
希望优化，优化下续航时间！！"
35359626,"MIUI系统,小米10/10Pro,小米11,小米10至尊纪念版,K30至尊纪念版,Redmi Note 9/9 Pro,Redmi K30/Pro,Redmi K40游戏增强版,K30S至尊纪念版,Redmi Note 10/10 Pro,小米10S,摄影馆,开发版公测,Redmi K40/Pro,主题壁纸,小米12 Pro,小米12X,小米12,小米11 Pro,开发版内测,小米11 Ultra,稳定版内测,Redmi Note 11/Pro,小米平板5系列,桌面,Redmi 9/9A,小米10青春版,小米MIX 4,Redmi K20/Pro,Redmi Note 8/8 Pro,小米 MIX Fold,MIUI小部件,MIUI+（跨屏协作）,Redmi10X/10XPro,屏幕显示",2022-01-28 08:58:19,"感谢米粉朋友们的理解与支持
操作步骤
我这还有希望吗"
35098653,"开发版公测,主题壁纸,MIUI系统,开发版内测,Redmi K40/Pro,小米10S,屏幕显示,小米11,官方壁纸",2022-01-27 22:53:41,"MIUI13 22.2月起-主题壁纸-结晶壁纸黑屏不显示
操作步骤
在MIUI 13稳定版也有此现象，预计在开发版可以修复该bug，没想到官方是真的有些忙吧，实在打扰你们了。在一个任何软件驻留一段时间后在退出到桌面就出现了此现象。。。用的是设置里面的结晶壁纸出现了这个
预期结果
壁纸应该能显示出来，此外，此参考视频发送成功，文字显示正常
实际结果
视频发送成功，桌面显示黑屏
补充说明
谢谢官方采纳，辛苦官方了"
35349271,"小米MIX 4,声音和振动,MIUI系统,控制中心,小米11",2022-01-27 22:50:54,"MIUI13-22.1月稳定版-音量控制条显示不全 
操作步骤
点开多音量，条闹钟缺失一半
预期结果
修复一下吧，弄完整行吗
实际结果
嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯"
35096618,"自由小窗,小米11,稳定版内测,MIUI系统,小米浏览器",2022-01-27 21:19:15,智能服务应用开屏广告支持自由小窗
35744904,"自由小窗,小米11,开发版公测,MIUI系统",2022-01-27 21:10:10,"MIUI13-22.1月起公测版-自由小窗-微信小窗无法发送表情包
操作步骤
微信小窗模式选择不了快捷表情包
预期结果
点了那个表情能发送出去
实际结果
点了那个快捷表情包没反应，没有发送出去
补充说明
选了表情包没反应"
35096528,"小米11,MIUI系统,有线充电",2022-01-27 20:59:31,"MIUI13-截至1.30 小米11开发版 55W有线充电慢
操作步骤
小米55w快充充一半电就需要半个小时？是不是快充功能给砍了，刚买回来的时候三十多分钟充满电。"
35742529,"自由小窗,小米11,MIUI系统,稳定版内测,位置信息,游戏中心,传送门,三方应用圈,MIUI小部件,设置,Redmi Note 9/9 Pro",2022-01-27 19:45:53,"MIUI13_22.1月起稳定版_光遇无法开启小窗
操作步骤
打开光遇小号 是小米渠道服的号 但是不能开小窗
预期结果
光遇小米渠道服可以开小窗
实际结果
光遇小米渠道服小窗开关灰色不能打开
补充说明
没有小窗对于我一个孤狼玩家简直是莫大的伤害"
35342826,"MIUI系统,开发版内测,MIUI+（跨屏协作）,Redmi Note 9/9 Pro,位置信息,Redmi Note 10/10 Pro,小米10至尊纪念版,小米9,Redmi K40/Pro,小米10青春版,Redmi K30/Pro,K30S至尊纪念版,K30至尊纪念版,摄影馆,小米9Pro 5G,系统动画,Redmi Note 11/Pro,稳定版内测,Redmi K40游戏增强版,小米10/10Pro,开发版公测,Redmi K20/Pro,小米11 Pro,小米10S,Redmi 9/9A,小米11,智能助理（负一屏）,Xiaomi Civi,小米11 Ultra,Redmi10X/10XPro,徐州米粉同城会,小米12,小米 MIX Fold,小米MIX 4,濮阳米粉同城会,Redmi Note 8/8 Pro,小米12X,小米11青春版,米粉杂谈,小米CC9 Pro,小米平板5系列",2022-01-27 18:50:06,"感谢米粉朋友们的理解和支持
操作步骤
孩子没有上MIUI13呢
求上MIUI13"
35741509,"小米11,相机",2022-01-27 18:39:59,"MIUI13-小米11稳定版13.0.5.0-拍照专业模式无法连接到相机
操作步骤
拍照专业模式无法连接到相机，照片拍完无法立刻编辑
预期结果
拍照正常，拍完可以立刻编辑图片
实际结果
无法正常使用专业模式，拍完无法立刻编辑"
35100342,"小米11,耗电,MIUI系统,开发版公测,续航,电池",2022-01-27 18:18:52,"MIUI13-小米11公测版 13.0.5.1.5 日常使用异常耗电
操作步骤
最后20的电这也太不耐用了"
35100017,"小米11,设置,MIUI系统,声音和振动",2022-01-27 18:03:29,"MIUI13-小米11稳定版 13.0.5 来电铃声恢复默认，第三方铃声设置失效
操作步骤
稳定版所有自定义铃声失灵。"
35340841,"小米11,网络信号,MIUI系统,屏幕触控,稳定版内测",2022-01-27 18:01:32,"MIUI13-小米11稳定版 13.0.6 数据断流
操作步骤
更新MIUI13后电信卡不能上网了"
35340566,"小米11,声音和振动,电话,MIUI系统,网络信号, 小米手机",2022-01-27 17:34:20,"MIUI13-小米11稳定版 13.0.5 接打电话有回音
操作步骤
我2021年4月份在小米之家买的，10月份手机烧wifi 换了新机 现在手机打语音电话有回音。怎么回事？这个可能退机吗？"
35098412,"小米11,MIUI系统,三方应用圈,桌面,主题壁纸,位置信息",2022-01-27 17:16:13,"MIUI13-小米11稳定版 13.0.5 日常使用卡死
操作步骤
发热时不时卡死"
35738229,"开发版内测,Redmi Note 11/Pro,MIUI系统,三方应用圈,Redmi Note 10/10 Pro,小米11,Redmi K30/Pro",2022-01-27 17:14:21,"MIUI13-22.1月起-开发版-哔哩哔哩闪退/无响应
操作步骤
就看视频或者说使用的时候，突然就闪退
预期结果
和mingy 12或者说安卓11的时候一样，没有任何闪退什么的，除非是说系统卡住，才会退出去
实际结果
就用着用着突然就闪退了，没有什么固定的操作
补充说明
我也不知道是安卓12的问题还是什么的问题"
35732294,"控制中心,Redmi K40/Pro,MIUI系统,小米10S,状态栏,系统动画,Redmi Note 11/Pro,小米11,小米12,通知栏,小米MIX 4,屏幕触控,屏幕显示,小米11 Pro,Redmi K20/Pro,位置信息,小米10/10Pro,小米12 Pro,小米11 Ultra,Redmi K30/Pro,Xiaomi Civi,小米妙享中心公测,K30至尊纪念版,Redmi Note 10/10 Pro,Redmi K40游戏增强版,Redmi K50电竞版,K30S至尊纪念版,稳定版内测,桌面,MIUI+（跨屏协作）",2022-01-27 13:57:16,"MIUI13  稳定版  控制中心  下拉控制中心卡顿掉帧
操作步骤
下拉状态栏可以看到明显的卡顿，而状态栏滑动卡顿明显，而桌面则没有这个卡顿
预期结果
状态栏能够流畅滑动，不掉渣
实际结果
状态栏滑动有卡顿掉帧，不流畅"
35330896,"MIUI系统,小米11,网络信号,位置信息",2022-01-27 12:21:02,"MIUI13-小米11 稳定版13.0.5 信号差，无服务
操作步骤
请问一下老是断流是怎么回事？就是玩着玩着突然直接无信号，要不就是流量打开不链接网络。
尤其是最近一个月，简直就是离谱妈妈给离谱开门，离谱到家了，每天断流十几次，离了个大谱，而且经常在付款的时候出现。
预期结果
希望能给我解释一下是系统问题还是我硬件问题。
实际结果
断流，莫名其妙的断流，流量开着不连接网络。"
35076003,"小米11,控制中心",2022-01-27 08:49:07,"MIUI13-小米11稳定版13.0.5-控制中心移动数据开关消失
操作步骤
刚刚更新了一下系统13，下拉菜单栏没有了移动数据开关和网络开关，怎么回事？重启也不行
预期结果
刚刚更新了一下系统13，下拉菜单栏没有了移动数据开关和网络开关，怎么回事？
实际结果
刚刚更新了一下系统13，下拉菜单栏没有了移动数据开关和网络开关，怎么回事？"
35072338,"K30S至尊纪念版,小米MIX 4,Redmi Note 10/10 Pro,小米手表圈,小米9,地铁乘车码提醒内测,Redmi K30/Pro,MIUI系统,稳定版内测,包头米粉同城会,小米10S,MIUI Pad,小米12,设置,Redmi Airdots 3 Pro,Redmi Note 9/9 Pro,小米11青春版,小米10/10Pro,Redmi10X/10XPro,MIUI+（跨屏协作）,Redmi Note 11/Pro,小米10至尊纪念版,摄影馆,小米8/8 SE/青春版,小米12 Pro,小米11,K30至尊纪念版,Redmi 9/9A,Redmi K40/Pro,控制中心,小米平板5系列,小米11 Pro,Redmi Note 8/8 Pro,开发版公测,开发版内测,Redmi K40游戏增强版,小米运动健康-原小米穿戴&健康,小米11 Ultra,无线充电,系统动画,MIUI小部件",2022-01-27 02:45:58,"感谢米粉朋友们的理解及支持
操作步骤
什么时候才能升级miui13啊"
35307486,"MIUI系统,小米11,三方应用圈",2022-01-26 20:11:39,"MIUI13-小米11稳定版13.0.5交通银行闪退
操作步骤
打开交通银行app屏闪闪退，无法打开"
35695609,"小米11,MIUI系统,续航,位置信息,耗电",2022-01-26 15:21:07,"小米11-稳定版13.0.5-耗电快和待机耗电快
操作步骤
miui13.0.5确实更流畅了，但是相比12.5增强版耗电更快了，尤其是屏幕耗电更多，可能是亮度更高了，也可能是刷新率的问题
预期结果
反馈成功反馈成功成功
实际结果
反馈失败反馈失败失败"
35053763,"Redmi Note 11/Pro,MIUI系统,小米10/10Pro,Redmi K30/Pro,小米11,Redmi K40游戏增强版,K30S至尊纪念版,开发版公测,Redmi Note 10/10 Pro,Xiaomi Civi,小米10青春版,小米10至尊纪念版,Redmi Note 9/9 Pro,小米10S,游戏加速,摄影馆,K30至尊纪念版,Redmi10X/10XPro,Redmi K20/Pro,小米9,Redmi Note 8/8 Pro,稳定版内测,Redmi K40/Pro,开发版内测,米粉杂谈,Redmi 9/9A,小米9SE,小米平板5系列",2022-01-26 14:39:35,"感谢米粉朋友们的理解与支持
操作步骤
啥时候能用上MIUI13，期盼死了<a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=63E5F494F8BAEA78ACD56F7F39A28E01&encryptUserId=63E5F494F8BAEA78ACD56F7F39A28E01"" target=""_blank"">@小米社区 </a>"
